custid,gender,age,age_cat,debtinc,card,carditems,cardspent,cardtype,creddebt,commute,commutetime,card2,card2items,card2spent,card2type,marital,homeown,hometype,cars,carown,region,ed_cat,ed_years,job_cat,employ_years,emp_cat,retire,annual_income,inc_cat
4818-YXLVXL-5WB,Male,19,18-24,9.7,Mastercard,9,115.03,Gold,0.54,Walk,23,Discover,2,24.43,Platinum,Married,Own,Condominium/Townhouse,2,Lease,Zone 2,High school degree,14,Service,0,Less than 2,No,15000.00,Under $25
4781-WBXPDV-XAD,Female,71,>65,9.3,Visa,7,348.21,Other,1.03,Bus,27,Mastercard,4,237.01,Platinum,Unmarried,Own,Multiple-Family,1,Lease,Zone 1,Did not complete high school,8,Service,28,More than 15,No,60000.00,$50 - $74
4557-ABRNJI-5YB,Female,39,35-49,28.6,Discover,10,281.46,None,0.84,Car,27,Visa,6,119.15,None,Married,Own,Single-family,1,Own,Zone 2,College degree,17,Managerial and Professional,4,2 to 5,No,42000.00,$25 - $49
6499-QZICJS-K3R,Female,20,18-24,1.9,Mastercard,5,192.8,Platinum,0.32,Car,18,Visa,2,101.97,Platinum,Unmarried,Own,Single-family,2,Own,Zone 1,High school degree,14,Managerial and Professional,0,Less than 2,No,25000.00,$25 - $49
7543-UGKCVU-UKC,Male,35,35-49,10.4,American Express,8,271.03,None,1.66,Car,21,Discover,3,46.35,None,Married,Rent,Multiple-Family,3,Own,Zone 2,High school degree,12,"Operation, Fabrication, General Labor",12,11 to 15,No,33000.00,$25 - $49
7948-QQFJCQ-1EQ,Female,68,>65,16,Discover,16,253.27,None,0.3,Car,18,Visa,0,0,Other,Unmarried,Rent,Multiple-Family,2,Lease,Zone 3,High school degree,14,Service,22,More than 15,Yes,9000.00,Under $25
4192-TTOKEV-BML,Female,45,35-49,3.7,Visa,15,386.63,Gold,0.2,Car,16,Mastercard,1,12.4,None,Married,Own,Single-family,7,Own,Zone 3,Did not complete high school,10,Managerial and Professional,5,2 to 5,No,41000.00,$25 - $49
7776-RQABKH-KNV,Female,20,18-24,13,Visa,11,309.76,None,0.96,Car,15,American Express,2,59.5,Gold,Married,Rent,Multiple-Family,2,Own,Zone 3,High school degree,13,"Precision Production, Craft, Repair",1,Less than 2,No,21000.00,Under $25
5963-GWYQSP-WMA,Female,56,50-64,0.9,Mastercard,7,140.43,Platinum,0.41,Carpool,25,Visa,5,99.39,None,Married,Rent,Multiple-Family,2,Own,Zone 2,College degree,17,Sales and Office,9,6 to 10,No,104000.00,$75 - $124
2760-AVZAXY-1Z8,Male,55,50-64,5.1,Mastercard,11,903.9,Other,3.18,Car,28,American Express,3,221.56,Other,Married,Own,Single-family,2,Own,Zone 4,Did not complete high school,10,"Operation, Fabrication, General Labor",27,More than 15,No,149000.00,$125+
3840-IBNCHT-5P1,Male,40,35-49,19,Mastercard,8,148.52,Platinum,2.75,Telecommute,22,Discover,9,186.34,None,Married,Own,Condominium/Townhouse,0,N/A,Zone 3,High school degree,12,Managerial and Professional,8,6 to 10,No,56000.00,$50 - $74
7017-YTKYVH-0DI,Female,75,>65,10.8,Mastercard,11,222.46,Platinum,0.54,Walk,16,Other,8,195.4,Platinum,Married,Rent,Multiple-Family,2,Own,Zone 4,Did not complete high school,11,"Operation, Fabrication, General Labor",46,More than 15,Yes,20000.00,Under $25
4539-MCSOLU-DMX,Male,46,35-49,3.5,Mastercard,16,453.62,Gold,2.44,Car,22,Discover,2,65.06,Other,Married,Own,Single-family,2,Own,Zone 1,High school degree,13,"Operation, Fabrication, General Labor",11,11 to 15,No,213000.00,$125+
9904-SMSFGL-7O7,Female,54,50-64,11.5,Visa,9,291.92,Other,0.18,Car,21,Mastercard,5,123.12,Gold,Unmarried,Own,Single-family,2,Own,Zone 2,College degree,19,Managerial and Professional,3,2 to 5,No,140000.00,$125+
2216-CZMBUZ-41W,Female,64,50-64,3.9,Mastercard,8,112.06,Gold,0.18,Walk,22,Visa,3,40.84,Platinum,Unmarried,Own,Single-family,1,Lease,Zone 4,Did not complete high school,11,Sales and Office,5,2 to 5,No,19000.00,Under $25
5234-FZAFMB-P93,Male,35,35-49,3.7,Mastercard,9,289.78,Platinum,0.3,Car,37,Visa,2,48.23,None,Unmarried,Own,Single-family,2,Own,Zone 5,Some college,15,Managerial and Professional,3,2 to 5,No,65000.00,$50 - $74
4546-ROHQMR-LL6,Female,38,35-49,3.2,American Express,9,469.87,Gold,0.92,Car,30,Visa,4,224.3,Platinum,Married,Own,Condominium/Townhouse,1,Lease,Zone 2,High school degree,14,Sales and Office,3,2 to 5,No,45000.00,$25 - $49
2941-FFZNOH-Q4Q,Male,45,35-49,4.6,Visa,12,353.51,Gold,1.01,Car,22,Discover,6,122.11,None,Married,Own,Single-family,2,Own,Zone 5,High school degree,13,"Operation, Fabrication, General Labor",11,11 to 15,No,59000.00,$50 - $74
2769-DFFVUP-5FR,Female,64,50-64,6.1,Discover,8,198.19,Other,0.47,Train/Subway,22,Visa,6,171.4,Platinum,Unmarried,Own,Single-family,1,Own,Zone 2,Did not complete high school,10,Service,12,11 to 15,No,35000.00,$25 - $49
2195-NCQEZJ-KDM,Male,43,35-49,4.4,Visa,11,303.36,Gold,0.67,Bus,25,Mastercard,6,187.76,None,Unmarried,Own,Single-family,0,N/A,Zone 2,Some college,16,Managerial and Professional,7,6 to 10,No,70000.00,$50 - $74
5499-MENAIG-O2K,Female,59,50-64,3.3,American Express,10,449.18,Other,0.26,Walk,28,Discover,4,152.59,Gold,Married,Rent,Multiple-Family,1,Own,Zone 4,College degree,17,Managerial and Professional,11,11 to 15,No,88000.00,$75 - $124
9293-IDXMYW-HQI,Male,79,>65,3.2,Mastercard,10,492.09,Gold,0.33,Train/Subway,18,Discover,8,291.33,Other,Married,Rent,Multiple-Family,2,Own,Zone 2,College degree,17,Sales and Office,12,11 to 15,Yes,13000.00,Under $25
8931-NYLFXF-FQF,Male,44,35-49,1.7,American Express,11,759.21,Other,0.08,Car,23,Visa,7,342.57,Platinum,Unmarried,Own,Condominium/Townhouse,3,Own,Zone 5,College degree,18,Managerial and Professional,6,6 to 10,No,78000.00,$75 - $124
9180-MRERTV-8ZP,Female,51,50-64,7,Mastercard,10,230.09,Gold,0.19,Car,32,Discover,2,34.44,Gold,Unmarried,Own,Condominium/Townhouse,2,Own,Zone 5,College degree,17,Sales and Office,6,6 to 10,No,38000.00,$25 - $49
3241-JRUXTX-QDB,Female,36,35-49,16.8,Discover,6,157.69,Other,3.14,Carpool,28,American Express,6,205.21,Platinum,Married,Rent,Multiple-Family,1,Own,Zone 3,Some college,16,Managerial and Professional,5,2 to 5,No,45000.00,$25 - $49
5409-WRMQFX-G32,Male,18,18-24,6.3,Visa,9,207.59,Gold,0.09,Car,20,Discover,2,30.27,Other,Unmarried,Rent,Single-family,2,Lease,Zone 3,High school degree,13,Sales and Office,0,Less than 2,No,19000.00,Under $25
7436-TZUPOW-JEF,Female,40,35-49,10.6,Visa,15,402.22,Platinum,1.82,Bus,22,Discover,1,14.38,Gold,Married,Own,Single-family,1,Own,Zone 5,Post-undergraduate degree,22,Service,8,6 to 10,No,31000.00,$25 - $49
2908-TUOVUR-B44,Female,78,>65,12.2,Visa,10,357.05,None,1.36,Carpool,29,American Express,4,134.02,Platinum,Unmarried,Rent,Multiple-Family,1,Lease,Zone 3,Some college,15,"Operation, Fabrication, General Labor",38,More than 15,Yes,20000.00,Under $25
0047-GNZBXJ-WDD,Female,40,35-49,11.3,American Express,12,321.86,Platinum,2.39,Bus,32,Discover,4,123.65,Platinum,Unmarried,Rent,Mobile Home,1,Own,Zone 2,High school degree,12,Managerial and Professional,4,2 to 5,No,36000.00,$25 - $49
6942-OBVJHV-8CS,Male,37,35-49,10.7,American Express,10,237.76,Gold,0.15,Walk,23,Visa,5,142.25,Gold,Unmarried,Rent,Multiple-Family,1,Own,Zone 3,Did not complete high school,9,Sales and Office,3,2 to 5,No,16000.00,Under $25
5938-WBCTCY-JFG,Male,25,25-34,19.7,American Express,9,317.49,Platinum,1.52,Car,29,Discover,7,155.28,Gold,Unmarried,Own,Condominium/Townhouse,2,Own,Zone 2,Some college,16,Sales and Office,0,Less than 2,No,20000.00,Under $25
9881-EQUVEX-8E8,Female,72,>65,6.6,Mastercard,7,229.24,Gold,1.48,Car,22,Other,8,196.73,None,Unmarried,Own,Single-family,4,Own,Zone 4,Some college,15,Sales and Office,17,More than 15,No,69000.00,$50 - $74
2391-AMVDUL-YBY,Male,74,>65,8.5,Other,10,462.76,None,2.78,Car,31,Mastercard,3,104.79,Other,Married,Own,Mobile Home,2,Own,Zone 5,Did not complete high school,10,Managerial and Professional,20,More than 15,No,60000.00,$50 - $74
0641-LYYKYF-NIO,Female,70,>65,8.4,Visa,5,69.29,Platinum,0.86,Walk,22,Mastercard,6,105.09,Platinum,Married,Own,Single-family,0,N/A,Zone 4,High school degree,12,"Operation, Fabrication, General Labor",39,More than 15,Yes,75000.00,$75 - $124
4547-SZLYXR-PNX,Male,74,>65,1.6,Discover,9,210.29,Gold,0.07,Bus,19,American Express,5,114.91,None,Married,Own,Condominium/Townhouse,0,N/A,Zone 2,High school degree,14,Service,27,More than 15,Yes,10000.00,Under $25
1476-RSESKG-LJP,Male,62,50-64,5.3,Visa,11,658.97,None,2.76,Car,18,American Express,7,499.46,Platinum,Married,Own,Single-family,2,Own,Zone 1,Did not complete high school,8,"Operation, Fabrication, General Labor",26,More than 15,No,115000.00,$75 - $124
1203-TLXQBY-VAI,Female,77,>65,2.5,Mastercard,9,187.94,Other,0.08,Car,32,Discover,6,136.91,None,Married,Own,Mobile Home,2,Own,Zone 5,Some college,15,Service,21,More than 15,Yes,15000.00,Under $25
2697-TUJEDN-QIC,Female,28,25-34,8.8,Mastercard,18,695.75,Platinum,0.35,Car,13,Discover,3,57.98,Gold,Married,Own,Single-family,3,Own,Zone 2,High school degree,14,"Operation, Fabrication, General Labor",4,2 to 5,No,33000.00,$25 - $49
1021-NLGTQP-I7O,Female,42,35-49,9.4,Discover,8,238.18,Gold,3.09,Car,33,Mastercard,1,23.16,Other,Married,Own,Single-family,3,Own,Zone 3,Some college,15,"Precision Production, Craft, Repair",16,More than 15,No,67000.00,$50 - $74
0072-RSNZUU-4L4,Male,44,35-49,3.9,Discover,5,157.53,None,1.27,Car,19,Visa,6,240.1,Platinum,Unmarried,Own,Condominium/Townhouse,3,Own,Zone 3,Some college,16,Sales and Office,1,Less than 2,No,89000.00,$75 - $124
6020-XJTYED-SB7,Female,49,35-49,8.1,Visa,10,204.84,Other,7.68,Car,26,Mastercard,2,32.38,Other,Unmarried,Rent,Multiple-Family,4,Own,Zone 2,Some college,15,"Precision Production, Craft, Repair",24,More than 15,No,118000.00,$75 - $124
8600-JFWRHZ-NV4,Male,49,35-49,15.4,American Express,9,356.62,Platinum,2.57,Bus,18,Discover,6,191.59,Gold,Married,Own,Single-family,0,N/A,Zone 4,Did not complete high school,10,Sales and Office,4,2 to 5,No,35000.00,$25 - $49
1808-GGLQXW-PIN,Female,66,>65,15.6,Visa,10,210.8,Other,0.4,Bus,30,Mastercard,2,57.86,None,Unmarried,Own,Single-family,1,Lease,Zone 4,High school degree,14,"Operation, Fabrication, General Labor",20,More than 15,Yes,9000.00,Under $25
5956-KYNVCO-7WT,Male,33,25-34,7.7,Mastercard,9,135.81,None,1.22,Car,28,Other,3,50.42,Platinum,Unmarried,Own,Condominium/Townhouse,2,Own,Zone 5,Did not complete high school,11,"Precision Production, Craft, Repair",8,6 to 10,No,31000.00,$25 - $49
6392-UDXXLE-6TF,Male,34,25-34,18.4,Discover,5,103.68,None,1.01,Car,22,Mastercard,4,139.29,Platinum,Unmarried,Rent,Multiple-Family,2,Own,Zone 5,Post-undergraduate degree,20,Agricultural and Natural Resources,6,6 to 10,No,36000.00,$25 - $49
7521-YBTWNV-8LB,Male,35,35-49,11.1,American Express,10,639.4,Gold,3.36,Walk,36,Mastercard,7,341.15,Gold,Unmarried,Own,Single-family,2,Own,Zone 2,Some college,15,"Operation, Fabrication, General Labor",5,2 to 5,No,81000.00,$75 - $124
0007-NFQDIF-2EN,Female,77,>65,10.8,Discover,8,96.23,Gold,0.22,Walk,25,Visa,0,0,Platinum,Married,Own,Condominium/Townhouse,0,N/A,Zone 2,High school degree,13,Sales and Office,11,11 to 15,Yes,9000.00,Under $25
5473-PARWGH-HJT,Female,32,25-34,2.8,Visa,19,505.95,Gold,0.54,Car,30,Other,4,131.66,Platinum,Unmarried,Own,Single-family,3,Own,Zone 3,Did not complete high school,11,"Operation, Fabrication, General Labor",6,6 to 10,No,35000.00,$25 - $49
3162-WQWVOO-I6W,Male,44,35-49,12,Visa,10,831.55,Other,0.64,Car,25,Other,6,334.6,None,Married,Own,Single-family,3,Lease,Zone 4,Did not complete high school,9,Sales and Office,2,2 to 5,No,33000.00,$25 - $49
7552-AIWKIZ-IEN,Male,71,>65,24.6,Discover,12,756.14,Platinum,18.98,Walk,26,American Express,9,399.02,Other,Unmarried,Own,Single-family,1,Own,Zone 5,High school degree,14,"Operation, Fabrication, General Labor",20,More than 15,No,179000.00,$125+
8307-EYSHKD-T0J,Female,20,18-24,14,Discover,3,61.16,None,0.92,Car,22,Visa,6,110.68,Other,Married,Own,Single-family,3,Own,Zone 3,High school degree,13,Sales and Office,0,Less than 2,No,15000.00,Under $25
8419-HYYTLX-ZB6,Female,70,>65,9.4,Discover,11,496.27,Other,1.81,Car,17,Visa,3,89.07,Gold,Married,Own,Single-family,2,Own,Zone 2,College degree,19,Sales and Office,4,2 to 5,No,64000.00,$50 - $74
1287-UVBEMA-BW4,Female,28,25-34,25,Visa,12,243.04,None,3.44,Telecommute,30,Other,8,213.97,None,Married,Own,Single-family,1,Own,Zone 5,College degree,18,"Operation, Fabrication, General Labor",3,2 to 5,No,47000.00,$25 - $49
3675-MPXAID-868,Male,43,35-49,10.2,Visa,11,233.77,Other,1.91,Car,27,Discover,4,84.96,Other,Unmarried,Own,Condominium/Townhouse,4,Own,Zone 4,Some college,16,Sales and Office,2,2 to 5,No,39000.00,$25 - $49
4389-ZHXVSK-UTJ,Female,70,>65,0.6,Other,6,64.13,Other,0.01,Car,37,Mastercard,2,14.67,Gold,Unmarried,Rent,Multiple-Family,2,Lease,Zone 4,High school degree,13,Service,20,More than 15,Yes,10000.00,Under $25
0478-LUJSKW-DGJ,Female,65,>65,16.8,Mastercard,7,174.83,Platinum,5.63,Car,20,Visa,4,81.07,None,Unmarried,Rent,Multiple-Family,4,Own,Zone 1,Did not complete high school,11,Managerial and Professional,12,11 to 15,No,116000.00,$75 - $124
2795-AKTNLE-433,Female,76,>65,4.9,Discover,13,223.88,Gold,0.28,Car,33,Visa,2,48.59,Gold,Unmarried,Rent,Multiple-Family,2,Own,Zone 3,Some college,16,Sales and Office,8,6 to 10,Yes,20000.00,Under $25
9767-TQOHCP-AI5,Female,67,>65,6.7,Discover,12,265.44,Gold,1.64,Car,16,Mastercard,3,45.03,None,Unmarried,Rent,Single-family,2,Own,Zone 2,High school degree,14,"Operation, Fabrication, General Labor",25,More than 15,No,97000.00,$75 - $124
7586-KWVIWQ-SDZ,Female,57,50-64,2.5,Discover,16,732.86,Platinum,1.29,Car,36,American Express,5,297.89,Gold,Unmarried,Own,Condominium/Townhouse,3,Own,Zone 1,Did not complete high school,9,Service,26,More than 15,No,149000.00,$125+
0778-CWLIEU-SYA,Male,66,>65,31.2,American Express,15,624.79,Gold,4.18,Car,24,Mastercard,6,169.6,Gold,Married,Own,Single-family,2,Lease,Zone 2,College degree,18,Managerial and Professional,17,More than 15,No,65000.00,$50 - $74
2903-TTCPPR-GH1,Female,67,>65,11.4,Visa,7,69.67,Platinum,0.69,Walk,26,Discover,1,18.39,Gold,Married,Own,Single-family,2,Own,Zone 1,Some college,15,Service,20,More than 15,Yes,10000.00,Under $25
1121-FCQYKB-UP2,Male,18,18-24,15.9,Mastercard,14,631.4,Other,0.66,Car,24,American Express,1,34.28,None,Married,Rent,Multiple-Family,3,Own,Zone 3,High school degree,13,Sales and Office,0,Less than 2,No,19000.00,Under $25
3289-OGNGRL-E9D,Female,58,50-64,11.3,Visa,10,531.15,Gold,1.92,Bus,32,Mastercard,1,34.63,None,Unmarried,Own,Single-family,1,Own,Zone 4,High school degree,13,Managerial and Professional,7,6 to 10,No,30000.00,$25 - $49
5192-TXYYZN-95U,Male,64,50-64,11.5,Discover,12,404.13,Platinum,3.72,Car,25,American Express,6,186.51,Gold,Unmarried,Rent,Single-family,2,Own,Zone 1,Post-undergraduate degree,22,Sales and Office,8,6 to 10,Yes,57000.00,$50 - $74
3302-DJVDUA-R5B,Female,42,35-49,6.7,Mastercard,8,186.11,Other,2.18,Bus,24,Visa,4,64.37,None,Married,Own,Multiple-Family,1,Own,Zone 2,High school degree,13,Service,17,More than 15,No,124000.00,$75 - $124
9424-DPTECE-WWF,Female,59,50-64,12.5,Other,9,253.1,Platinum,6.34,Car,16,American Express,7,214.22,Other,Unmarried,Rent,Multiple-Family,2,Own,Zone 1,Did not complete high school,10,"Operation, Fabrication, General Labor",22,More than 15,No,67000.00,$50 - $74
7730-RMNAYF-69M,Female,62,50-64,6.5,Visa,12,752.55,None,5.11,Car,21,Mastercard,6,331.09,None,Married,Own,Single-family,3,Own,Zone 2,College degree,18,"Precision Production, Craft, Repair",24,More than 15,No,207000.00,$125+
9021-OHUJIL-7DR,Female,38,35-49,4.8,Discover,7,85.49,Gold,0.52,Carpool,36,Visa,0,0,Platinum,Married,Own,Single-family,2,Own,Zone 2,Post-undergraduate degree,21,Sales and Office,1,Less than 2,No,40000.00,$25 - $49
1707-FDODWK-M7E,Female,45,35-49,8.6,Discover,10,316.51,Other,1.33,Train/Subway,27,American Express,6,165.18,Gold,Unmarried,Own,Mobile Home,0,N/A,Zone 5,Post-undergraduate degree,20,Managerial and Professional,5,2 to 5,No,54000.00,$50 - $74
0539-XPZCIL-H1W,Male,37,35-49,6,Visa,13,440.04,Other,2.22,Car,38,Discover,8,229.23,None,Unmarried,Own,Condominium/Townhouse,2,Own,Zone 5,College degree,19,"Operation, Fabrication, General Labor",5,2 to 5,No,67000.00,$50 - $74
1955-BUFART-F01,Female,32,25-34,10.1,Visa,13,770.92,Gold,2.94,Bus,24,Discover,9,284.98,Gold,Married,Rent,Multiple-Family,1,Own,Zone 3,High school degree,13,"Operation, Fabrication, General Labor",8,6 to 10,No,40000.00,$25 - $49
9802-SCYISB-Y8D,Male,40,35-49,23.2,Mastercard,7,187.42,Other,13.31,Car,35,Discover,2,74.45,Other,Married,Own,Single-family,3,Own,Zone 4,College degree,19,"Operation, Fabrication, General Labor",8,6 to 10,No,93000.00,$75 - $124
2639-SWQKHP-FE5,Female,27,25-34,4.8,Mastercard,6,118.16,None,0.5,Other public transit,26,Other,7,152.03,Other,Unmarried,Rent,Multiple-Family,1,Lease,Zone 2,High school degree,12,Sales and Office,2,2 to 5,No,19000.00,Under $25
1008-EKSMUM-ZWQ,Female,46,35-49,3.5,Discover,8,227.9,Platinum,3.67,Bus,25,Visa,5,146.08,Other,Married,Own,Condominium/Townhouse,0,N/A,Zone 1,Some college,15,"Operation, Fabrication, General Labor",15,11 to 15,No,149000.00,$125+
6603-XSZGQE-DUX,Female,55,50-64,23.7,Discover,8,126.19,Platinum,2.35,Car,34,Visa,1,18.68,None,Unmarried,Rent,Multiple-Family,3,Own,Zone 4,Some college,16,Sales and Office,8,6 to 10,No,55000.00,$50 - $74
1868-XQBGJU-XLS,Male,26,25-34,4.6,Mastercard,6,119.58,Gold,0.52,Car,18,Visa,5,105.86,Gold,Unmarried,Own,Single-family,2,Own,Zone 2,High school degree,13,Sales and Office,0,Less than 2,No,25000.00,$25 - $49
8344-JSVXPW-RPU,Male,70,>65,11.2,American Express,11,504.91,Gold,1.21,Car,23,Discover,7,330.6,Platinum,Married,Own,Condominium/Townhouse,4,Own,Zone 1,Did not complete high school,9,Managerial and Professional,16,More than 15,No,63000.00,$50 - $74
4613-OJVNJN-UOF,Male,43,35-49,9.7,American Express,6,357.12,None,4.84,Car,33,Discover,4,232.95,Platinum,Married,Own,Single-family,5,Lease,Zone 1,High school degree,13,Sales and Office,4,2 to 5,No,64000.00,$50 - $74
2800-YSABRE-YDL,Female,25,25-34,11.1,Other,2,16.44,None,1.17,Walk,26,Visa,3,31.72,None,Married,Rent,Multiple-Family,0,N/A,Zone 5,High school degree,12,Service,3,2 to 5,No,15000.00,Under $25
2653-PHQPEH-KFF,Female,59,50-64,4.8,Mastercard,13,685.14,Gold,3.59,Car,27,Discover,4,180.71,Gold,Unmarried,Own,Mobile Home,1,Own,Zone 5,Post-undergraduate degree,21,Managerial and Professional,13,11 to 15,No,182000.00,$125+
8521-PFMGPE-P51,Male,35,35-49,12.3,American Express,12,302.73,None,0.41,Car,33,Discover,5,157.11,Platinum,Married,Own,Condominium/Townhouse,2,Own,Zone 4,Post-undergraduate degree,20,Managerial and Professional,1,Less than 2,No,35000.00,$25 - $49
6086-GNOSYA-IR3,Male,22,18-24,10.9,Other,7,90.51,Platinum,0.98,Car,28,Mastercard,11,192.4,Platinum,Unmarried,Own,Single-family,2,Lease,Zone 1,High school degree,12,Sales and Office,1,Less than 2,No,20000.00,Under $25
7467-KRRUDL-3P0,Male,53,50-64,14.4,American Express,10,482.05,Gold,2.28,Walk,33,Discover,5,199.8,Platinum,Married,Own,Condominium/Townhouse,1,Own,Zone 5,Post-undergraduate degree,22,"Operation, Fabrication, General Labor",17,More than 15,No,52000.00,$50 - $74
2548-EVACHP-DIL,Female,45,35-49,12.5,American Express,8,229.99,Platinum,4.92,Other non-motorized transit,38,Visa,2,46.58,Gold,Unmarried,Own,Single-family,2,Own,Zone 5,College degree,17,Sales and Office,1,Less than 2,No,66000.00,$50 - $74
8970-ZQVBIX-Z0U,Male,49,35-49,8.8,American Express,12,483.4,Platinum,1.19,Train/Subway,29,Discover,6,129.92,Platinum,Married,Own,Single-family,1,Own,Zone 5,High school degree,14,Sales and Office,4,2 to 5,No,46000.00,$25 - $49
1300-WATSSN-3MZ,Female,29,25-34,9.8,Mastercard,9,236.28,None,0.92,Car,31,Visa,5,141.13,Other,Unmarried,Own,Single-family,4,Own,Zone 2,College degree,17,Managerial and Professional,2,2 to 5,No,39000.00,$25 - $49
8975-UMFMNM-E90,Male,20,18-24,17.2,Mastercard,15,413.37,Other,1.2,Car,24,American Express,2,54.33,Platinum,Unmarried,Rent,Multiple-Family,2,Own,Zone 1,High school degree,14,Service,0,Less than 2,No,22000.00,Under $25
3674-SDZNFY-J5J,Female,57,50-64,7.3,Discover,1,16.43,None,1.07,Car,28,Mastercard,0,0,Other,Married,Own,Single-family,1,Own,Zone 5,High school degree,14,Sales and Office,4,2 to 5,No,47000.00,$25 - $49
4656-IOKJYC-KDS,Male,74,>65,17.9,Mastercard,7,128.69,None,1.31,Car,22,Visa,6,105.75,Gold,Unmarried,Own,Single-family,3,Own,Zone 2,Did not complete high school,11,"Precision Production, Craft, Repair",33,More than 15,No,108000.00,$75 - $124
4393-PVTHXF-HH6,Female,32,25-34,19.7,Mastercard,11,251.82,Gold,1.88,Bus,29,Discover,3,51.86,None,Married,Own,Single-family,1,Own,Zone 2,Some college,16,Sales and Office,1,Less than 2,No,21000.00,Under $25
3334-NKPBPW-NUK,Female,76,>65,3.3,American Express,9,310.46,Gold,2.82,Car,22,Discover,7,242.45,Platinum,Unmarried,Own,Mobile Home,3,Own,Zone 2,College degree,18,"Operation, Fabrication, General Labor",30,More than 15,Yes,149000.00,$125+
4537-GMUTOR-AU0,Female,41,35-49,10.6,Mastercard,11,580.01,None,1.69,Car,28,American Express,4,241.42,None,Unmarried,Rent,Multiple-Family,3,Own,Zone 4,High school degree,12,Managerial and Professional,14,11 to 15,No,52000.00,$50 - $74
8237-XIUDEH-HXN,Male,47,35-49,3.4,Visa,10,483.36,None,1.16,Car,32,Mastercard,5,216.64,Other,Married,Own,Single-family,3,Own,Zone 5,High school degree,14,Service,18,More than 15,No,78000.00,$75 - $124
0686-MSFLPT-O9D,Female,36,35-49,7,Visa,9,98.08,Other,0.37,Train/Subway,30,Other,5,83.87,Platinum,Married,Own,Condominium/Townhouse,1,Own,Zone 3,Did not complete high school,11,Agricultural and Natural Resources,12,11 to 15,No,34000.00,$25 - $49
